Data input file problem! snp-pileup.dat
34 2.173913
35 5.706522
36 5.163043
37 2.173913
140 0.815217
241 19.565217
254 0.543478
490 1.086957
614 0.543478
833 1.086957
1059 16.847826
1238 0.543478
1912 0.543478
2110 0.543478
2416 0.543478
2662 0.815217
3037 21.195652
3099 0.543478
3177 1.086957
4236 0.543478
4402 1.086957
4683 0.543478
5062 1.086957
5084 0.543478
5784 1.358696
6310 1.086957
6693 0.543478
6819 0.543478
6996 0.543478
8602 0.815217
8782 48.369565
9477 1.630435
9534 0.543478
10232 0.543478
10319 0.815217
11083 5.978261
11320 2.717391
11410 0.543478
11916 0.543478
12111 0.543478
12213 0.543478
13225 0.543478
14408 21.467391
14805 3.532609
14877 0.543478
15324 0.815217
15927 1.902174
16887 0.543478
16912 1.086957
17247 1.086957
17326 0.543478
17373 1.358696
17474 0.543478
17747 39.130435
17858 39.130435
17884 0.543478
18060 39.945652
18683 0.543478
18736 0.815217
18877 1.086957
19645 0.543478
20692 1.086957
21386 0.543478
21575 1.086957
22984 1.358696
22988 1.086957
23010 1.358696
23403 21.195652
24034 1.902174
24325 0.815217
25337 0.815217
25494 0.543478
25563 18.206522
25655 0.543478
25810 0.543478
25979 1.630435
26144 3.260870
26326 0.543478
26354 0.543478
26729 1.358696
26730 0.543478
26936 1.902174
27276 0.543478
27327 0.543478
27384 2.989130
27525 1.358696
27635 0.543478
27722 0.543478
27964 3.532609
28077 1.358696
28099 0.543478
28144 48.369565
28378 0.815217
28657 1.630435
28708 0.543478
28854 1.086957
28863 1.630435
28878 0.543478
28881 2.445652
28882 2.173913
28883 2.173913
28924 0.543478
29095 1.902174
29188 0.543478
29303 0.815217
29527 0.543478
29553 8.152174
29635 0.815217
29700 0.815217
29736 0.815217
29742 0.543478
29751 0.543478
29845 0.543478
29861 0.543478
29862 0.815217
29864 0.815217
29866 0.815217
29867 2.989130
29868 5.163043
29869 2.717391
29870 2.717391
